text,label
"Sidney Lumet n'a pas son pareil pour dénoncer la corruption dans la police de New-York et pour les procès retentissants.Ces thèmes qu'il a souvent repris dans sa carrière,ont parfois donné dans la redite,d'autres fois dans la démonstration percutante.""Dans l'ombre de Manhattan""(1996)appartient à cette seconde catégorie.Un jeune substitut du procureur,idéaliste et fils de policier expérimenté,découvre le revers des responsabilités judiciaires et du dangereux rapprochement entre ripoux et dealers de drogue de Harlem.Andy Garcia,dans une interprétation pleine et pénétrante donne une grande consistance à l'innocence déchue et à la dure cohabitation entre la rue et la politique.Lumet taille dans le gras,pour ne garder que la moëlle d'un sujet qu'il connaît si bien(voir ""Le prince de New York""),mais auquel il donne un autre souffle en y ajoutant une intrigue familiale déchirante(formidable Ian Holm)et une relation respectueuse et défiante avec le requin du barreau des causes perdues(Richard Dreyfuss,l'oeil qui frise,le corps agité).Même s'il reste un peu chiche au niveau de la dramatique,ce policieux traditionnel est suffisamment documenté pour passionner tout du long.",1
"L'affiche me faisait espérer un film d'auteur atypique. C'est avec une image dépouillée que le réalisateur confronte l'athéisme d'un condamné et la foi absolue de son voisinage, qui n'en démord pas: le mur de son jardin est un suaire. Un Saint-Suaire. Vint a lors l'interrogation principale à l'athé de base: veut-on nous faire croire que Dieux existe? que les miracles existent? Malheureusement, se dresse fièrement une réponse affirmative. On a beau espérer tout le film, lent et ennuyeux car plutôt vide, qu'on nous assène d'un doute salutaire, mais il n'en est rien. En fait on abdique assez vite à ce que le cinéaste n'impose pas sa foi, à ce que le dilemme s'étende. Et là aussi réside le problème: il n'y a pas de demi-religiosité, c'est on y croit ou on se casse. Ce sera alors jonché de banalités, de dialogues surfaits et autant superfétatoires. Voire écœurants. A ce qu'on nous présente comme des miracles indéniables, comme une jeune fille quasi-aveugle qui recouvre la vue parfaitement, jamais une contradiction scientifique ne s'impose, pas même à la toute fin (ne lisez pas ce qui suit si vous voulez vraiment voir Henry Poole...), on ne nous parle scientifiquement de la guérison du morbide patient... En somme, des images léchées, une banalisation de la foi (et pourtant je suis athé), et surtout un parti pris radicalement, le terme est juste, radicalement religieux. La fin est énorme de niaiserie. Une étoile pour le soleil!",0
"Une Merveille Cinématographique. Le Réalisateur Clint Eastwood nous livre un nouveau Chef D'Oeuvre qui cette fois est inspirée de faits réels en suivant le parcours extraordinaire et mouvementer de Chris Kyle le Sniper le plus redouter des Etats Unis. Grace a une Réalisation irréprochable mais réaliste ainsi qu'une Photographie magnifique, on plonge des les premiers minutes l'ambiance Suffoquant de la Guerre en Irak avec une Tension qui monte crescendo et un Suspense implacable qui sans laisse pas le moindre répit, ajouter a cela des Séquences de Guerre qui s’avèrent a la fois Frénétique et Saisissante mais d'une Violence Redoutable accompagné d'une touche d'Humour Noir et surtout énormément d’Émotion a travers certaines séquences phares du film notamment le dernier tiers du film. Ensuite le Scénario est maîtriser a la perfection sans jamais devenir trop patriotique au cours des 2h12, ajouter a cela une Musique discrète mais efficace.Enfin le film repose sur les épaules du comédien Bradley Cooper qui livre une interprétation Magistrale avec Justesse et Sensibilité dans la peau de ce Sniper incompris devenue une Légende aux yeux de l'armée Américaine qui connu malheureusement un destin tragique en 2013. Au Final,American Sniper est incontestablement l'un des meilleurs films de ce début 2015 a la fois Bouleversant,Passionnant et Puissant qui montre malgré ses 84 Ans que Clint Eastwood est l'un des meilleurs metteur en Scène que le cinéma Hollywoodien dispose et signe ici un pur Bijou digne de ses précédentes réalisations tels que Gran Torino ou Million Dollar Baby.",1
"Moins bon que le premier, prévoyez du café pour ne pas vous endormir...",0
"Je m'attendais à tout autre chose. En fait, j'ai principalement été déçu car je n'ai pas du tout réussi à entrer dans le film. J'ai donc trouvé cela très long, incohérent et inintéressant. Je n'ai même pas réussi à m'enflammer sur la présence de John Lennon. Une grande déception, mais peut-être est-ce moi qui suis passé à côté...",0
"quel ennuis et quel deception . j'ai regardé le film en entier , esperant qu'il m'apporte quelque chose et lorsque le generique de fin est arrivé je fut legerement agacé d'avoir regarder un film si peu fournis .",0
"Du Wim Wenders tout craché. Une mise en scène lente et emplit de mélancolie et de nostalgie, un mélange faux western faux mélo dans un monde parallèle. Sam Shepard et Jessica Lange forment un couple mythique au jeu sobre et juste. Malgré un scénario convenu on en peut que s'attacher au héro. Gabriel Mann (le fils) fait un peu tâche d'huile par son manque de charisem, trop lisse il se débat pour être à la hauteur... et il ne l'est pas. Gros point pour la photo et les décors.",1
"Il faut d'abord comprendre plusieurs chose avant de voire ce film et tiré a boulet rouge - c'est un film d'Eric et ramzy , c'est un genre particulier , ont aime ou ont aime pas - Ce n'est pas les aventure de lucky luke mais des Dalton Une fois que l'ont a comprit il faut relativiser - Eric et Ramzy sont excellent en frère dalton - lucky luke est excellent en "" pauvre cow boy solitaire "" - Les personnages secondaire sont excellent ( Ma dalton , docteur doxey , Rantanplan , Lucky luke Finalement nous avons un chef d’œuvre dans le genre des film d'Erci et Ramzy , expert dans la comédie de série B ! Personnellement je trouve cette adaptions très réussie et qui ne mérite pas sa réputation de navet ...",1
"Formidable et intense documentaire ! Le réalisateur agence les témoignages spontanés de jeunes LGBT . ces jeunes ont filmés leur coming out et l’ont mis en ligne sur internet créant une chaîne de témoignages salvateurs ouverte à tous . On y retrouve à chaque fois , cette envie d’être simplement soi, cette affirmation qu’il ne s’agit pas d’un choix mais d’un fait et cette grande angoisse et culpabilité de faire du mal à leur proche ou de se faire rejeter. Tout ces jeunes sont courageux , profondément humain et matures. Que l’on rêve d’un monde où plus personne n’aura à souffrir de sa sexualité ! Et cela nous interroge encore et encore! Mais qu’est ce qui nous dérange tant dans l’homosexualité!!! C’est quand même délirant!",1
"Coup de foudre à Bollywood est un film absolument épouvantable de Gurinder Chadha , librement inspiré du récit romantique de Jane Austen qui n'est rien d'autre qu'une succession de clichés et de caricatures à commencer pour commencer d'abord dans la construction et l'élaboration de ses personnages qui ont tous été vus et revus . Il faut toujours que la réalisatrice s'emploie à mettre en charge une surenchère d'effets inutiles : les chansons , les numéros de danse qui ne présentent aucun intérêt par exemple . Et puis tout cela devient nunuche , prévisible , gnangnan et insupportable sans aucune surprise , sans réelle profondeur , sans réelle idée en fait . Un pur ratage cinématographique .",0
"Ce film se résume à 1h30 de clichés c'est terrible, aucune originalité, aucune surprise ! Prévisible de À à Z !",0
"Une comédie dramatique tendre, drôle et agréable.. Les échanges entre Gérard Depardieu, papa-poule remarquablement interpréter par ce dernier (l'un des plus grands acteurs français), et la toute jeune et jolie Marie Guillain, sont particulièrement savoureux. Des quiproquos et situations comiques qui le sont pas moins, ""Mon père ce héros"", tourné dans les paysages paradisiaques de l'île Maurice, m'a fait passer un très bon moment sans prise de tête.",1
"Mon dieu ! Je me demande sérieusement si Lucas Belvaux avait fait un pari avec ses potes pour voir combien de clichés il pouvait empiler sur le choc des cultures dans un seul film, mais si c'est le cas, il mérite son nom dans le livre des records. J'en vois des daubes, mais en général ils essaient quand même de se limiter à un ou deux détails lourdingues ! Donc je résume, d'un côté il y a un mec parisien méprisant qui est prof de philo, a un appart avec une bibliothèque immense mais pas de télé (pouah!), va boire son café (à 6 euros) aux Deux Magots, lit Dostoïevski pour le fun mais n'a aucune culture ""populaire"" et a des parents bourges qui vont à l'opéra en râlant parce qu'il n'a pas fait L'ENA. Et de l'autre, il y a une gourdasse coiffeuse décolorée au doux nom de Jennifer (avec l'accent svp) qui vit en province (beurk!) dans un appart rose bonbon avec son fils Dylan (ça ne s'invente pas !), ne lit que des magazines ou des romans d'Anna Gavalda (comble de l'horreur apparemment), passe ses soirées à faire du karaoké et à parler de Jennifer Aniston, utilise des surnoms style ""chaton"" et se fout des paillettes plein le décolleté pour aller s'extasier devant le raffinement d'un resto normal. Et encore, je ne parle pas des dialogues ahurissants de naturel et du jeu des acteurs pas du tout emprunté... Au début j'étais un peu outrée des abords misogynes du ""je vais te faire découvrir la grande littérature, ma cocotte"", mais après j'ai compris qu'en fait non, le personnage masculin était lui aussi écrit comme un crétin qui a droit de son côté à ""je vais te décoincer ton balais dans le fondement et t'apprendre les valeurs et le bon sens populaire"". Tellement affligeant que s'en est presque drôle. Presque.",0
"Paul Schrader, scénariste du mythique ""Taxi Driver"", adapte le roman ""Les hommes de proie"" d'Edward Bunker pour le transformer en un film de genre halluciné et furieux où trois ex-taulards tordus acceptent le coup de leur vie, dans une Amérique tout aussi cinglée.",1
"Du formidable roman de René Fallet dont il est adapté, qui était une ode anarchiste à un mode de vie Rabelaisien il ne reste rien. La formidable ambiance qui régnait dans le bar dans le livre laisse la place à un road movie pénible ou l humour est absent mais la beauferie omniprésente. Alors un bon conseil si vous voulez vous amuser avec les conversations éthyliques sur le ridicule de la vie moderne de Camadule et du capitaine Beaujol trouvez vous le livre et éviter le navet qui en a été tiré.",0
"Quand on n'a commis un acte, il faut souvent en subir les consèquences! Avec ""Le bon dieu sans confession"" qu'il rèalise en 1953, Claude Autant-Lara signe son vingtième long-mètrage d'une carrière qui comporte dèjà que des classiques et des vedettes non moins cèlèbres! La principale originalitè de ce film mineur, d'après le roman « M. Dupont est mort » de Paul Vialar, est son procèdè narratif! Sinon rien de bien transcendent pour qui connait l'oeuvre prestigieuse de Autant-Lara! Mr Dupont a t-il bien fait de mourir ? A la sociètè d'hier, celle qui disparait, on aurait trouvè cela un blasphème! Ça n'en est pas un! C'est une contestation! il disparaît à temps, sans doute pour ne pas voir ce qui n'aurait pas su comprendre! Et ce même si le fils Dupont a jugè son paternel avec la duretè de son âge! On n'aime ou on n'aime pas! A prendre pour Danielle Darrieux en garce (on lui donnerait « le bon Dieu sans confession » comme le souligne son titre) ou à laisser pour Henri Vilbert en français moyen qui n'a jamais ètè un acteur de premier plan! En conclusion, on n'a pas toujours besoin de rencontrer une autre femme pour divorcer, il suffit souvent de regarder la sienne...",0
"Quand on sait créer une véritable ambiance d'épouvante avec une simple poignée de porte qui tourne avant qu'on la saisisse, avec un cadre qui tombe tout seul, ou encore avec une simple baignoire pleine d'eau bouillante, on fait parti des plus grands, et c'est ce à quoi Zemeckis parvient avec ce petit qu'est « Apparence ». Ajoutons à cela un duo Ford-Pfeiffer des plus détonants et vous comprendrez que ce huis clos tout simple sait se faire un spectacle, classique certes, mais d'une grande efficacité.",1
Il faut que vous le regardiez il est geniale on comprend ce que les personnage ressente vraiment. En plus les acteurs chante super bien!!!,1
"Déjà que Robert Kirkman m'a fortement déçu avec Fear The Walking Dead, avec ce film il a clairement montré qu'il n'est bon que pour faire des BD's Un film hyper mou et inintéressant, tout est lent on dirait que le film dure 4h. Mettre Reedus comme acteur a eu pour simple but d'attirer le grand public fan de la série fantastique Walking Dead mais il aurait pu prendre n'importe qui pour jouer un tel rôle qui ne demande aucun talent d'acteur tant le rôle des personnages est au plus bas niveau. Pire qu'un navet",0
"Avec Saint ange, c'est un des 2 meilleurs films d'horreur du mois. On pense au début à un film banal mais... Bon scénario à voir.",1
un film qui fait grincer des dents et qui nous fait comprendre pourquoi certains adolescents petent les plombs..A ne pas louper,1
"Bien mieux que le Silence de Martin Scorsese, Brimstone interroge vraiment sur l’existence de Dieu lorsqu’on voit ce qu’est capable de faire cet homme d’église. Même si le réalisateur limite la représentation de la violence physique en la filmant souvent en hors champ, la violence psychologique est elle omniprésente et devrait secouer les spectateurs aussi fort qu’un véritable thriller. Face à une telle réussite, on fermera aisément les yeux sur quelques incohérences du scénario de Martin Koolhoven car Brimstone s’inscrit déjà comme une des très grandes réussites de cette année 2017. [lire la critique complète sur le site]",1
"Excellent film, très émouvant et juste, très bon jeu d'acteur, Jean Rochefort est exceptionnel . Je ne suis pas d'accord avec certaines critiques lues dans la presse, en particulier l.express et télérama. Jean Rochefort joue très bien l'homme vieillissant, malade , exubérant aussi, Sandrine Kiberlain, encaissant les coups mais ayant une vraie tendresse pour son père est touchante. Tout cela est bien vu et parle d'un sujet très actuel et cruel: mettre ses parents en. ""Maison de vieux""",1
"Si vous aimez l'humour noir, vous vouerez un véritable culte à ce film qui en est le summum indétronable. Benoit Poelvoorde, encore inconnu du grand public à l’époque, y tient le meilleur rôle de sa carrière dans ce personnage de tueur philosophe extravagant. Au-delà du plaisir coupable lié à cette explosion d’humour sordide et de violence gratuite tournée à la dérision, la grande idée du film vient de son concept très ingénieux de faux-documentaire qui en fait une dénonciation acerbe du niveau malsain de voyeurisme des médias. De plus, le fait de savoir qu’il fut réalisé avec un budget des plus dérisoires entre amis et en famille lui donne un aspect artistique d’autant plus intéressant.",1
film moyen au scénario qui accumule les invraisemblance et les clichés !! paul walker est bon sans plus ( pas aidé par la doublure francaise aussi ) !! reste une fin bien meilleur et interessante,0
"à mourir d'ennuie! Il ne se passe rien, c'est difficile à comprendre, c'est long et sans grand intêret, je n'est pas du tout aimé! J'ai quand même tenue jusqu'à la fin car il y avait un bon scénario, et on pouvais faire beaucoup plus que sa... mais non. 4.5/20",0
L'ambiance du film est plutôt pas mal malgré des acteurs qui arborent tout le temps la même expression seulement il y a gros manque dans le scénario. L'idée était peut être de laisser un doute au clap final mais cela n'empêchait pas un travail supplémentaire sur l'histoire ou alors le but était seulement de mettre en lumière le problème du somnambulisme...,0
"Une excellente adaptation du chef-d'oeuvre de Molière, avec un duo d'acteurs superbe, une photographie dantesque, des plans magistraux,un subtil cocktail de tragédie et de comédie, et la superbe musique de Mozart en fond qui teinte d'une certaine mélancolie les paysages. Dommage que Anouk Ferjac (même si son rôle n'est pas le plus facile) soit quelque peu poussive, et que les dialogues, même s'ils sont quelque part sacrés, mais tout de même un petit peu revisités, n'aient pas été remis au goût du jour, pour ainsi donner une version inédite de l'oeuvre.",1
"Perfect Creature de Glenn Standring surprend à bien des égards. Monde néo-rétro où humains et vampires vivent en paix, le scénar aborde quelques thèmes originaux. Sans compter une belle réalisation et Saffron Burrows, splendid. Un long métrage classieux mais court. 4/5",1
"Aussi bon que ""Le Boucher"" ! Jean Yanne est grandiose une fois de plus. Une tension permanente. Un bon développement des personnages et de leur psychologie. Tout simplement a voir. Pas une seconde d'ennui même si ce n'est pas toujours d'une rapidité extrême, cette lenteur est compensée par l'atmosphère étouffante du film. De très bons dialogues qui permettent de faire de brèves (parfois très brèves) pauses. Tout simplement bluffant.",1
"Que dire, que dire ? Scénario assez bancale pour rester poli, jeu plus que mauvais, réalisation encore pire, bande son n'en parlons pas. Bref du grand artÀ¦",0
"1h40 d'ennui profond à regarder une ribambelle d'acteurs de seconde zone partirent en vrille tout doucement sur une VFQ horripilante à souhait. Pour le coup, je ne pense pas que la VO y changerait grand chose car malgré un casting de base plutôt alléchant, ils passent absolument tous à côté de leur sujet, on a du mal à croire que c'est le même Brad Anderson de ""The Machinist"" qui les dirige. Pourtant le point de départ est des plus intéressant , tout comme le lieu de l'intrigue mais on sent rapidement que la suite va être compliquée. Très peu de sensations, aucun attachement aux personnages et un fil conducteur qui n'avance pas d'un iota durant près d'une heure. En outre, en étant un minimum cinéphile, on est loin d'être subjugué par le twist final, tiré par les cheveux et assez mal amené. Bref, un thriller surnaturel assez insignifiant que l'on oubliera sans doute très vite après son visionnage ...",0
"On part avec un a priori positif sur ce film, étant donné que John Travolta et Forest Whitaker sont à l'affiche. Et ça commence pas trop mal, un peu X-Files sur les bords, mais pourquoi pas. Puis on en vient vite à une pseudo-satire sociale pas très digeste. Le dernier tiers du film est de loin le plus éprouvant, le réalisateur se lâche et donne à fond dans le larmoyant. Je me suis fait violence pour ne pas partir avant la fin. Ce mélange des genres douteux m'a brassé l'estomac. Je suis finalement rassuré : Forest Whitaker n'a pas joué que dans de bons films, ouf.",0
"L’histoire est d’une simplicité déconcertante, d’une durée d’une heure quinze (!!), cette comédie british ennuie par son manque d’originalité, l’humour noir ne va jamais très loin et ses nombreux personnages archi caricaturés plombe le reste du film. Cette première réalisation ne convainc pas du tout, faute de scénario palpable et d’acteurs charismatiques !",0
"Il y a quelque chose qui m'échappe, ou alors on ne vit pas sur la même planète ! Comment on peut considérer une seconde un tel film?! C'est totalement raté. Juste ridicule. Il serait drôle de le montrer aux jeunes du 93...",0
"Bon film (de Disney !! Surprise !!!) très peu connu, et introuvable en vidéo. Il y a bien longtemps que je ne l'ai pas vu, a me dirait bien de le revoir.",1
"Une histoire vraie terrifiante, une 20aine de condamnés à mort sont entrainés pour une mission (""suicide"") consistant à assassiner le dirigeant de la corée du nord. C'est prenant, rythmé, inattendu. Une excellente surprise.",1
"Ayant adoré District 9, un peu moins Elysium, j'attendais Chappie avec impatience. Le film commence tambour battant, on entre dans Johannesburg comme dans le 1er film de Neil Blomkamp. Un film de SF intelligent, ça fait toujours plaisir, d'autant plus quand c'était avec rythme, humour (et second degré !) et émotion ! Un film fourre-tout (qualité et défaut) qui traite de thématiques plutôt classiques comme la notion de conscience, de surhomme, de cupidité, d'immortalité. Mais le film va plus loin que les autres films déjà réalisés (E.T., AI, I-Robot, Wall E, Robocop, etc). L'histoire est riche avec plusieurs sous intrigues (et des pics d'action) qui peuvent donner un ensemble confus à l'ensemble, mais qui m'a personnellement plu. Grand fan d'Hugh Jackman, je n'ai pourtant pas été subjugué par sa prestation... Au final, voici un film qui mélange les genres avec brio et qui fait avancer la science-fiction !",1
"un sujet délicat traité avec humour, sentiment et sensualité... Les relations affectives et sexuelles des personnes handicapées au travers de l'histoire de Mark qui recherche et veut connaître l'amour... La jolie Helen Hunt sera sa ""thérapeute"". L'Humour sarcastique de Mark et les délicieux échanges avec W.H. Macy (Shameless) en prêtre qui ne perd pas une miette des confessions intimes de son paroissien font de ce film un moment délicat et plein de tendresse.",1
"il est dommage que Carl Junghans ne donna plus ensuite aucune oeuvre intèressante car ce dernier peut-être considèrè comme l'un des père du rèalisme au cinèma avec ce grand film muet! Ce rèalisateur allemand met en scène à Prague à la fin du muet, avec des acteurs tchèques et une comèdienne soviètique (inoubliable et pathètique Vera Baranovskaia), un film remarquable, une chronique populiste comme on n'en voit plus aujourd'hui! Ce film prècieux et souvent admirable dans son interprètation et sa mise en scène èvoque la vie difficile d'une pauvre blanchisseuse et la destinèe d'une famille dèchirèe par les vices, imaginès comme inhèrents à la misère, à l'èpoque! L'annèe 1929 fut dècidèment très riche en mèlodrames, drames psychologiques ou sociaux! Merci Arte de l'avoir diffusè jadis...",1
"Le Picha dernière cuvée fait peine à voir. Et encore ! Déjà, les cartoons de Tex Avery se révélaient incontestablement plus hilarant dans la suggestion de la pulsion sexuelle du loup que la situation des nains à poutre apparente (renommés pour l'occasion Branleur ou Trouduc.) Vidé de son avalanche de grossièretés prêtant seulement à sourire dans le meilleur des cas, Blanche-Neige, la suite frôlerait le néant et, à l'exception d'une poignée de soixante-huitards attardés, on imagine mal cette fanfaronnade toucher le public d'aujourd'hui. Seul le doublage de Cécile de France et Jean-Paul Rouve donne quelques points au film d'animation.",0
"Film qui tarde à décoller, quelques passages intéressants malgré un scénario très bizarre, la fin est décevante.",0
Le film moin bien que la série mais ce film est super quand meme,1
"Sublime comme un uppercut du gauche, émouvant comme mon poing dans ta gueule, beau comme un cocard à l'oeil valide d'un borgne. Terence hill, c'est la poésie, Terrence Hill, c'est la finesse de toi par dessus le comptoir, c'est la delicatesse d'une mandale dans tes ratiches, c'est la grandeur d'un miroir qui passait par là juste pour être cassé ! Petit papa baston, quand tu descendras du ciel, avec tes marrons par miliers, n'oublie pas, que je t'ai bien noté ! et si en chemin tu croises harry potter, mets lui une savate de ma part....",1
"Une bande de copains qui ressemble furieusement à la bande de Scoubidou (un blond bronzé, un froussard, une joli fille…) débarque dans un laboratoire de voyage dans le temps après une intrigue pas très compliquée qui prend les 10 premières minutes du film. Contrairement à ce que l’on aurait pu croire, les savants ne virent pas cette bande de beatniks. Non, non. Ils leur disent plutôt un truc du genre : « Ah ben vous tombez bien, on a un voyage dans le temps à vous proposer. La France pendant la guerre de 100 ans, ça vous dit ? ». Coup de chance : la bande de jeune comporte une archéologue experte du Moyen Age, un spécialiste de la physique quantique et un autre qui parle couramment le vieux français. Bizarre : on les imaginait plutôt surfers… La scoubidoubande hésite un peu mais ne s’étonne pas trop de la proposition. Leur réaction première est de dire : « Quoi ? Mais les tunnels cosmiques sont parmi les forces les plus volatiles de l’univers, vous ne pouvez pas y envoyer quelqu’un ! ». Après deux minutes de numéro de vierges effarouchées, ils acceptent. On leur donne des costumes de gueux et… vlam ! Tout droit en plein Moyen Age. S’en suit une histoire de cape et d’épée hyper romantico-chiante tendance Lady Hawke en encore plus niais (si, si, c’est possible !). On tique sur des petits détails étranges : les héros du futur n’ont aucun problème pour communiquer car les Français et les Anglais du XVe siècle parlent comme vous et moi. (c’est le spécialiste du vieux français qui a dû être déçu de son voyage, surtout qu’il se fait tuer vite fait bien fait). En bref, du grand Moyen Age de pacotille avec combats et ripailles. Au bout d’une heure, j’en ai eu marre d’être prisonnier du temps perdu. J’ai donc arrêté le film sans regret. C’est suffisant : en ne visionnant que la moitié, on devine facilement la « surprise » finale. Le film aurait été bien mieux s’il y avait réellement eu Scoubidou…",0
"On ne peut même pas appeler ce film ""PizzaMovie"" tellement il est gore. Cela fait longtemps que je n'ai vu un aussi mauvais film, tellement nul que j'en ai bien ri. Ce film peut entrer dans la catégorie Champion du Monde du nanard.Question : Est-ce que coucher avec un loup garou s'appelle de la zoophilie ?",0
une histoire de tribu dont le support cinématographique n'apporte rien.,0
"D’une nullité absolue, Hurlements 2 autrefois appelé Horror est un film d’horreur exécrable qui ne contient aucune des qualités du premier volet. Non seulement l’histoire est mauvaise et inintéressante, mais le tout est filmé n’importe comment par un réalisateur qui semble débutant. Tout confine ici au ridicule et à l’amateurisme. Si bien que cela devient presque gênant de retrouver Christopher Lee sur l’écran. Le pauvre ne perd pas sa dignité, mais cela fait quand même pitié de le retrouver dans une galère pareille. Même pas drôle ou fun, le film est tout bonnement irregardable. Une vraie purge.",0
"Finalement un film pas si mal, malgré un casting trop facile et superficiel, on est attendri par l'histoire de chacun.",0
"Vu et avis le 20170511 .-.-.-.-.-.-. Film lent, exigent et profond .-.-.-.-.-.-. Le premier film de koreeda que j ai vu est distance qui m avait estomaqué. J ai du essayer de le voir 6 fois au cinéma, pas une seule fois j ai réussi à le regarder sans m endormir, et des la première vision j ai considéré distance et koreeda parmi ce que je préfère. .-.-.-.-.-.-. Comme souvent, le film cherche à montrer l indicible, ni à l expliquer, ni à le théoriser, juste le montrer et le faire comprendre. Pas d explication, pas de morale/de vrai fil conducteur, c est juste au spectateur de comprendre ce qu il veut. Le film est lent, ne dit pas grand chose, il montre des gens simples, communs, et pourtant le film à la profondeur de la vérité lorsqu elle est simple. Il y a même une gravité inhabituelle chez koreeda. .-.-.-.-.-.-. Le début est assez lent, le film a un peu de mal a se mettre en place. Les petites combines du père, ses faiblesses, il me semble qu'il n'était pas utile d'y consacrer autant de temps, que le sujet n'est pas aussi porteur que la fin du film avec les relations intrafamiliales. A la fin du film, on peut se demander quelle est l'utilité du jeune détective avec qui le père fait ses enquêtes. Probablement à montrer que Ryota a pu être auparavant un homme plus attachant, Si le début me semble discutable, à partir du repas avec la famille de la soeur de Ryota et le début de la tempête, le film prend une profondeur bien supérieure. Les discutions entre ryota et successivement son ex-femme, sa mere et son fils sont passionnantes et justifient amplement la longue mise en place du film.",1
"une exelente comedie , des gag en folie , des repliques hillarante , des acteurs tres bons . un exelent moment a voir et revoir",1
"Tu parles d'une merveille... quel ennui cataclysmique... quelle vilaine daube... quel épouvantable gâchis. Il faut être complètement frappé pour apprécier une telle chose (n'employons pas là le terme de film). Il n'y a rien d'intelligent, rien de maitrisé, tout semble puéril, incohérent, baveux et raté. Les comédiens sont dépassés et unanimement mauvais dans cette pantalonnade aux prétentions humanistes. Comment Jeanne Balibar a-t-elle pu à ce point se planter, se fourvoyer? C'est la seule question qu'on se pose à la vision de cette affligeante entreprise.",0
"Une adaptation mais surtout un film sur l'adaptation. Sensible, emouvant, drole et surprenant. Et c'est de plus en plus rare de voir des films qui ne ressemblent pas à tous les autres...",1
J'ai beaucoup aimé ce film. Une femme qui va d'échec en échec avec les hommes décide de faire une liste sur les nombreuses qualités que devra posséder l'homme de sa vie. Son cœur balance entre un homme qui répond à tous les critères de sa liste mais qui est un peu ennuyeux et un autre avec qui elle s'éclate mais qui ne correspond pas à sa définition de l'homme parfait. Elle doit donc choisir entre ce que lui dicte sa raison et ce que lui dicte son cœur. Un bon petit moment. Et David Sutcliffe est tellement craquant !,1
"""tideland"" est un conte sombre qui envoûte par sa constante opposition, les vastes et magnifique paysage tranche avec les interieurs étouffant et lugubre, la cruelle réalité ne percent jamais le fantasme onirique de la jeune héroine, les thèmes developpés par terry gilliam aurait pu être éprouvant si il n'avait pas donné a son film son cotés poëtique. la jeune actrice jodelle ferland est d'une incroyable justesse, elle crève litteralement l'ecran.",1
Darren bousman à beau être le réalisateurs des SAW il signe là un de ses plus mauvais films. Avec de grosses incohérences religieuses c'est du gros n'importe quoi. Les acteurs sont mauvais et pas crédibles. On a envie de zapper dès les 5premieres minutes du film. Les effets spéciaux ne sont pas beau idem pour la qualité des images. Projet réalisé avec un petit bisget dont le résultat n'en est que très médiocre ! Inutile de perdre votre temps comme j'ai perdu le mien à regarder ce film.,0
"La preuve qu'un petit budget n'empêche pas de faire du Cinéma. J'ai été surpris par la qualité de ce film : le scénario et les dialogues sont efficaces, les acteurs jouent de façon très juste, la musique est belle et par moment envoutante. Le réalisateur surfe sur la vague d'un trentenaire en errance et le fait bien si l'on compare ce film à d'autres films comme la bataille de solférino ou les combattants.Personnellement, le personnage de Fred m'a touché par la justesse de son jeu et de son propos. Il ne reste plus qu'à attendre le prochain long-métrage de M. Villeneuve.",1
"Très bons effets spéciaux, que de l'action, acteurs convaincants, bref très bon film ! Contrairement à un autre avis, je ne trouve pas du tout que la fin soit bâclée !",1
"Gentillet... c'est le mot juste pour ce film qu'on annonce ici et là comme la surprise de l'année ! Je ne vois pas où est la surprise. Si ce n'est celle de voir un téléfilm de France 2 projeté sur un grand écran, le tout pour 9 euros... Naïf, cliché, rarement drôle (éventuellement touchant) mais surtout cheap.",0
Totalement kitsh mais marrant.,1
"C'est dingue la quantité de navets qui existent quand même! Voilà donc une comédie romantique qui n'est jamais drôle et qui accumule 5 clichés à la seconde, le tout interprété par des acteurs au rabais.",0
"Des acteurs bidons notamment le principal qui surjoue et est plus excité et nerveux que possédé et fou, une réalisation de téléfilm foireux et des corps déchiquetés avec les boyaux à l'air de carton pâte, bref une bonne bouse bien puante.",0
"En oscillant entre folie cauchemardesque et obsession passionnelle, Takashi Miike s'amuse avec nos nerfs dans un chef d'oeuvre d'épouvante inclassable. Avec une finesse remarquable, il aborde son ""drame"" avec une sobriété étonnante et à la fois fascinante en filmant le quotidien d'un veuf quinquagénaire, en prenant soin de saupoudrer l'intrigue par quelques bizarreries qui installent d'ores et déjà la véritable dimension cauchemardesque du film. Avec maîtrise, il fait prendre à son film à tournant capital et nous plonge dans une spirale sordide où le réel et le cauchemar s'embrasse parfaitement. Il nous achève impitoyablement grâce à une mise en scène éprouvante et pourtant parfaitement gérée pour nous laisser abasourdis face à cette chute vertigineuse et surprenante. Du très très bon cinéma.",1
"Un film ennuyeux, mal fait, regorgeant de clichés et de propagande.",0
"Comme le numéro 2, ce Hooligans 3 tente de sortir du lot en se raccrochant au modeste succès du 1er....bon, quand on se dit qu'on va regarder Hooligans 3ième du nom, on se doute qu'on va pas regarder le film du siècle...C'est effectivement très moyen, et pas du tout crédible(qu'est ce que c'est que ce classement de combat de rue?Et le gros méchant de Millwall qui s’avère être le chef de la police, comment tout ça n'a pu ne pas fuiter avant?)....c'est très moyen, très cliché(je vous rassure, à la fin le héros se fait la barwomen super mignonne), et le seul plaisir revient à se demander à qui ressemble le plus Scott Adkins : Jason Statham ou Ryan Reynolds?",0
scenario nul ; trop d'exagération pour l'homme. Ce n'est plus émotif mais mais à la limite de la bêtise. Dommage,0
